property_id,host_id,guest_id,total_listings,availability,neighbourhood,type,price,amenities,booked_nights,stay_nights,propery_reviews,last_review,complaint
977338,462983,664610,1,62,Zuid,Entire home,95,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Fire extinguisher; TV; Dryer; Standard cable; Host greets you; ],3,3,8,25--October--2021,0
978771,310165,631366,1,229,Oostelijk Havengebied - Indische Buurt,Entire home,102,[Towels; Wifi; Kitchen; Heating; Hot water; Hair dryer; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Microwave; Stove; Dryer; Host greets you; Paid parking off premises; ],2,2,34,7--November--2021,0
978936,310857,643579,2,247,Oud-Oost,Entire home,257,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Stove; TV; Dryer; Standard cable; Paid parking off premises; Patio or balcony; ],3,3,4,9--August--2021,0
979964,223354,658462,1,43,Zuid,Entire home,441,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; TV; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Dedicated workspace; Patio or balcony; High chair; Crib; ],4,4,32,3--May--2022,1
981132,402463,730186,1,141,De Pijp - Rivierenbuurt,Entire home,156,[Towels; Wifi; Kitchen; Heating; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Iron; Washer; Fire extinguisher; First aid kit; TV; Dryer; Standard cable; Patio or balcony; ],3,2,13,3--April--2022,0
981888,326911,593039,1,175,Zuid,Entire home,160,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Room-darkening shades; Body soap; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Lockbox; Backyard; Toaster; High chair; Ethernet connection; Air conditioning; Baking sheet; Crib; Board games; EV charger; Clothing storage; Outlet covers; Baby bath; Changing table; Sound system; ],9,9,28,10--August--2021,0
982206,235915,593934,1,251,Zuid,Entire home,281,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Freezer; Room-darkening shades; Body soap; Backyard; High chair; BBQ grill; Conditioner; Crib; Garden or backyard; Barbecue utensils; Baby bath; Changing table; Sound system; Pour-over coffee; ],3,3,23,18--April--2022,0
982442,224227,653398,1,299,Bos en Lommer,Entire home,116,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Dryer; Standard cable; Luggage dropoff allowed; Cleaning products; Dining table; Wine glasses; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Drying rack for clothing; Outdoor dining area; Single level home; Backyard; Toaster; BBQ grill; Conditioner; Street parking; Barbecue utensils; Lake access; ],2,2,17,17--October--2021,0
982644,258475,599136,1,146,De Baarsjes - Oud-West,Entire home,192,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Carbon monoxide alarm; TV; Dryer; Standard cable; ],5,5,6,3--December--2021,0
982758,432497,546800,1,107,Zuid,Entire home,153,[Towels; Wifi; Kitchen; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Patio or balcony; Free street parking; ],5,5,8,6--February--2022,0
982793,397126,609868,1,148,Oud-Noord,Entire home,130,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; Private entrance; Microwave; Dryer; Luggage dropoff allowed; Patio or balcony; Waterfront; Lockbox; Backyard; Free parking on premises; Indoor fireplace; ],1,1,640,29--May--2022,0
983015,480765,599422,3,287,Centrum-West,Entire home,272,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Patio or balcony; ],3,3,71,2--June--2022,0
983131,437106,524279,1,63,Westerpark,Entire home,103,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Iron; Cooking basics; Washer; Oven; Stove; Dryer; Patio or balcony; ],15,15,8,15--February--2021,0
983306,351610,729512,1,89,De Pijp - Rivierenbuurt,Entire home,219,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Luggage dropoff allowed; Paid parking off premises; Shower gel; Freezer; Body soap; Laundromat nearby; Lockbox; Portable fans; Ethernet connection; Nespresso machine; Conditioner; Sound system; Pour-over coffee; ],2,2,43,12--November--2021,0
983308,409118,685130,1,75,De Baarsjes - Oud-West,Entire home,441,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Oven; Private entrance; Dishwasher; Microwave; TV; Dryer; Standard cable; Paid parking off premises; Patio or balcony; ],3,3,17,4--June--2022,1
983728,262575,606798,1,230,De Baarsjes - Oud-West,Entire home,160,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Single level home; Elevator; ],2,2,32,15--October--2021,0
984147,434752,548096,1,51,De Baarsjes - Oud-West,Entire home,133,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; Dishwasher; Microwave; Stove; Dryer; Patio or balcony; Single level home; Backyard; ],5,5,3,16--February--2022,0
984798,324701,620191,1,174,Zuid,Entire home,178,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Shampoo; Iron; Washer; Carbon monoxide alarm; TV; Dryer; Standard cable; Host greets you; High chair; ],12,12,11,11--May--2022,0
985267,256623,787768,1,55,De Baarsjes - Oud-West,Private room,200,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Extra pillows and blankets; Dryer; Luggage dropoff allowed; Backyard; Building staff; ],2,2,191,25--January--2022,0
986098,243937,525769,1,231,De Baarsjes - Oud-West,Entire home,151,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Dishes and silverware; Refrigerator; Cooking basics; Washer; Oven; Dishwasher; Stove; TV; Dryer; Standard cable; ],3,3,16,14--September--2019,0
986174,475308,500044,2,35,De Pijp - Rivierenbuurt,Hotel room,122,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Room-darkening shades; Ethernet connection; ],1,1,37,26--December--2021,0
986926,203125,537640,3,163,Noord-West,Shared room,73,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Cooking basics; Fire extinguisher; Oven; First aid kit; Microwave; Stove; Dryer; Freezer; Lock on bedroom door; Free parking on premises; Free street parking; EV charger; ],2,2,118,3--June--2022,0
987158,245707,507122,1,219,De Pijp - Rivierenbuurt,Entire home,263,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Patio or balcony; BBQ grill; EV charger; Barbecue utensils; Gym; ],3,3,46,5--December--2021,0
987771,473562,671492,1,80,Centrum-West,Entire home,117,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Shower gel; Cleaning products; Dining table; Wine glasses; Freezer; Bathtub; Body soap; Laundromat nearby; Backyard; Toaster; Conditioner; Free washer ; Garden or backyard; ],3,3,60,20--February--2022,0
988328,360160,666636,1,178,IJburg - Zeeburgereiland,Entire home,235,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Body soap; Waterfront; Drying rack for clothing; Outdoor dining area; Backyard; Toaster; Air conditioning; Central heating; Board games; Free washer ; EV charger; Street parking; Free dryer; Clothing storage; Lake access; Cleaning before checkout; Netflix; Piano; Game console; Sound system; Fire pit; Boat slip; Premium cable; ],4,4,10,22--July--2019,1
988924,446389,651773,1,44,De Pijp - Rivierenbuurt,Private room,62,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Microwave; Stove; Dryer; Paid parking off premises; Lock on bedroom door; Single level home; Lockbox; Backyard; Ethernet connection; ],2,2,64,27--February--2022,0
989101,212857,771997,1,134,Centrum-West,Private room,112,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Fire extinguisher; First aid kit; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Room-darkening shades; Body soap; Waterfront; Laundromat nearby; Lockbox; Portable fans; Toaster; Clothing storage; Lake access; Bikes; Mosquito net; ],2,2,368,29--May--2022,0
989735,236319,620781,1,55,De Baarsjes - Oud-West,Private room,155,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Fire extinguisher; First aid kit; Dishwasher; TV; Extra pillows and blankets; Dryer; Standard cable; Shower gel; Cleaning products; Patio or balcony; Body soap; Nespresso machine; ],3,3,135,24--April--2022,0
989739,303699,622529,1,152,Centrum-Oost,Entire home,320,[Towels; Wifi; Kitchen; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; First aid kit; TV; Dryer; Air conditioning; Indoor fireplace; ],5,5,11,26--October--2018,0
989987,207228,586922,3,249,De Baarsjes - Oud-West,Private room,180,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Patio or balcony; Lock on bedroom door; ],2,2,101,17--December--2021,0
990054,421260,692205,1,250,De Pijp - Rivierenbuurt,Entire home,145,[Towels; Wifi; Kitchen; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; First aid kit; Private entrance; Microwave; TV; Dryer; Standard cable; Backyard; ],3,3,27,17--December--2021,0
990150,244755,607498,1,62,De Aker - Nieuw Sloten,Entire home,130,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; First aid kit; Private entrance; TV; Dryer; Dedicated workspace; Patio or balcony; Free parking on premises; ],1,1,13,13--February--2022,1
990418,317354,767502,1,83,Zuid,Private room,240,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Dryer; Host greets you; ],2,2,16,31--March--2022,0
990505,389033,631727,1,252,De Baarsjes - Oud-West,Private room,97,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; Stove; TV; Dryer; Standard cable; Host greets you; Paid parking off premises; Lock on bedroom door; Free street parking; ],3,3,92,10--November--2021,0
990855,296106,672408,1,187,Bijlmer-Oost,Private room,54,[Towels; Wifi; Smoke alarm; Heating; Hot water; Hair dryer; Long term stays allowed; First aid kit; Dryer; Lock on bedroom door; Free parking on premises; ],1,1,82,10--March--2022,1
991403,279064,582018,1,194,Zuid,Entire home,179,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Shower gel; Patio or balcony; Bathtub; Room-darkening shades; High chair; Crib; Outlet covers; Changing table; ],3,3,7,14--April--2021,1
991636,443936,731771,1,95,Centrum-Oost,Entire home,208,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Dedicated workspace; ],1,1,288,9--January--2022,0
991844,345688,706007,1,64,De Pijp - Rivierenbuurt,Entire home,219,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Carbon monoxide alarm; Fire extinguisher; Oven; Stove; TV; Dryer; Paid parking off premises; Patio or balcony; ],3,3,36,14--May--2022,0
992009,403280,664211,3,249,De Baarsjes - Oud-West,Private room,180,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Dedicated workspace; Lock on bedroom door; ],2,2,115,30--September--2019,0
992461,258152,506011,1,235,De Baarsjes - Oud-West,Entire home,166,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; Extra pillows and blankets; Dryer; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Bathtub; Room-darkening shades; Body soap; Waterfront; Drying rack for clothing; Laundromat nearby; Single level home; Portable fans; Toaster; Baking sheet; Sound system; ],3,3,28,31--March--2022,0
992775,423793,540016,1,97,Centrum-West,Entire home,196,[Towels; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Microwave; Stove; Extra pillows and blankets; Dryer; Cleaning products; Dedicated workspace; Dining table; Wine glasses; Patio or balcony; Body soap; Waterfront; Laundromat nearby; Piano; Sound system; ],3,3,74,9--May--2022,1
993529,397583,621620,3,168,Geuzenveld - Slotermeer,Shared room,55,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Stove; Extra pillows and blankets; Dryer; Host greets you; Paid parking off premises; Room-darkening shades; Lock on bedroom door; Drying rack for clothing; Clothing storage; ],10,10,43,19--March--2022,0
993827,327422,767055,1,335,Centrum-Oost,Entire home,261,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Shower gel; Patio or balcony; Freezer; Baking sheet; ],10,10,37,29--November--2021,0
994530,365810,691213,2,32,Centrum-West,Private room,140,[Towels; Wifi; Heating; Long term stays allowed; Fire extinguisher; TV; ],3,3,244,10--March--2022,0
994572,318322,543709,1,240,Oud-Oost,Private room,80,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Shampoo; Fire extinguisher; Private entrance; Dryer; Shower gel; Lock on bedroom door; Single level home; Backyard; ],2,2,18,2--April--2021,1
994587,235432,752448,2,179,Centrum-West,Private room,128,[Towels; Wifi; Heating; Long term stays allowed; Fire extinguisher; TV; ],3,3,279,25--May--2022,0
994706,455783,598184,2,159,Oud-Noord,Private room,95,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Stove; TV; Dryer; Paid parking off premises; Wine glasses; Hot water kettle; Room-darkening shades; Lock on bedroom door; Single level home; Backyard; Toaster; Nespresso machine; Clothing storage; Sound system; ],2,2,196,23--May--2022,0
994906,309007,715746,1,187,De Baarsjes - Oud-West,Entire home,343,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Host greets you; Paid parking off premises; Patio or balcony; Outdoor furniture; Bathtub; Single level home; Backyard; High chair; Air conditioning; Crib; Elevator; ],3,3,46,29--May--2022,0
995427,264177,632940,1,198,Oostelijk Havengebied - Indische Buurt,Entire home,189,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Stove; TV; Dryer; Host greets you; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Drying rack for clothing; Laundromat nearby; Outdoor dining area; Backyard; Ethernet connection; Central heating; Conditioner; Baking sheet; Board games; Clothing storage; Sound system; ],3,3,47,5--May--2022,0
995669,255771,566563,2,153,Centrum-West,Private room,161,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hair dryer; Hangers; Long term stays allowed; Shampoo; Iron; Washer; Carbon monoxide alarm; TV; Dryer; Standard cable; Dedicated workspace; ],1,1,252,30--May--2022,0
996167,282899,775086,2,241,Osdorp,Entire home,85,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Microwave; TV; Extra pillows and blankets; Dryer; Lockbox; Backyard; Free parking on premises; Free street parking; Garden or backyard; ],2,2,410,1--June--2022,0
996324,228906,793215,1,220,Zuid,Entire home,117,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Shampoo; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Standard cable; ],2,2,21,5--March--2022,0
997357,361010,683608,2,97,Centrum-West,Private room,119,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Dishwasher; Stove; TV; Extra pillows and blankets; Dryer; Host greets you; Shower gel; Patio or balcony; Outdoor furniture; Room-darkening shades; Lock on bedroom door; Laundromat nearby; Outdoor dining area; Portable fans; Security cameras; Fire pit; ],1,1,95,26--May--2022,0
997735,370466,724546,1,286,Bos en Lommer,Entire home,168,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Long term stays allowed; Coffee maker; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; Microwave; TV; Standard cable; Host greets you; Air conditioning; Elevator; ],4,4,30,16--September--2020,0
998837,289350,630068,1,126,Oud-Oost,Entire home,285,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Private entrance; Dishwasher; Microwave; TV; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Paid parking off premises; Shower gel; Cleaning products; Dining table; Wine glasses; Patio or balcony; Hot water kettle; Freezer; Outdoor furniture; Bathtub; Room-darkening shades; Body soap; Laundromat nearby; Outdoor dining area; Lockbox; Backyard; Free parking on premises; BBQ grill; Crib; Board games; Garden or backyard; Travel crib; Babysitter recommendations; Barbecue utensils; Netflix; ],3,3,13,29--May--2022,0
999331,383218,596934,1,255,Centrum-West,Entire home,108,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Cooking basics; Washer; Carbon monoxide alarm; Oven; Private entrance; Dishwasher; Microwave; Stove; TV; Dryer; Host greets you; Paid parking off premises; Shower gel; Waterfront; ],2,2,87,5--November--2021,0
999343,435192,773213,1,102,IJburg - Zeeburgereiland,Entire home,236,[Towels; Wifi; Bed linens; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; First aid kit; Dishwasher; Microwave; Stove; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Patio or balcony; Bathtub; Backyard; Free parking on premises; Ethernet connection; EV charger; Babysitter recommendations; Game console; ],6,3,10,2--February--2022,1
1000212,213273,505860,1,48,De Pijp - Rivierenbuurt,Entire home,408,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Carbon monoxide alarm; Fire extinguisher; Oven; First aid kit; Stove; TV; Dryer; Standard cable; ],2,2,84,22--May--2022,0
1000214,418715,672944,1,169,Centrum-West,Entire home,237,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Iron; Cooking basics; Washer; Carbon monoxide alarm; Oven; Dishwasher; Microwave; Stove; TV; Dryer; Standard cable; Luggage dropoff allowed; Patio or balcony; Bathtub; Room-darkening shades; Backyard; High chair; BBQ grill; Crib; Indoor fireplace; Babysitter recommendations; Window guards; ],4,4,13,6--August--2021,0
1000439,350972,533109,1,41,De Baarsjes - Oud-West,Entire home,301,[Towels; Wifi; Kitchen; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Cooking basics; Washer; Oven; First aid kit; Dishwasher; Stove; TV; Dryer; Standard cable; Paid parking off premises; Patio or balcony; High chair; Crib; Elevator; Travel crib; ],3,3,6,7--August--2019,0
1000549,224877,603898,4,118,Centrum-West,Private room,166,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Refrigerator; Coffee maker; Shampoo; Iron; Washer; Carbon monoxide alarm; Fire extinguisher; First aid kit; TV; Extra pillows and blankets; Dryer; Standard cable; Paid parking off premises; Dedicated workspace; Lock on bedroom door; Crib; ],1,1,492,21--May--2022,0
1000694,232545,701438,1,194,Centrum-West,Private room,106,[Towels; Wifi; Bed linens; Smoke alarm; Heating; Hot water; Hair dryer; Hangers; Dishes and silverware; Long term stays allowed; Coffee maker; Iron; Carbon monoxide alarm; Fire extinguisher; First aid kit; Private entrance; Microwave; TV; Extra pillows and blankets; Dryer; Standard cable; Host greets you; Luggage dropoff allowed; Cleaning products; Dining table; Wine glasses; Hot water kettle; Bathtub; Lock on bedroom door; Waterfront; Laundromat nearby; Single level home; Mini fridge; Clothing storage; ],2,2,323,10--May--2022,0
